chunk_id,lecture_id,page,word_count,topic_guess
lecture_1_p61_c1,lecture_1,61,2,Large Language Models Fundamentals
lecture_1_p62_c1,lecture_1,62,42,Large Language Models Fundamentals
lecture_2_p1_c1,lecture_2,1,6,Transformer Architecture & Attention
lecture_2_p2_c1,lecture_2,2,6,Large Language Models Fundamentals
lecture_2_p3_c1,lecture_2,3,13,Large Language Models Fundamentals
lecture_2_p4_c1,lecture_2,4,33,Retrieval-Augmented Generation (RAG)
lecture_2_p5_c1,lecture_2,5,15,Retrieval-Augmented Generation (RAG)
lecture_2_p6_c1,lecture_2,6,3,Retrieval-Augmented Generation (RAG)
lecture_2_p7_c1,lecture_2,7,3,Retrieval-Augmented Generation (RAG)
lecture_2_p8_c1,lecture_2,8,21,Retrieval-Augmented Generation (RAG)
lecture_2_p9_c1,lecture_2,9,7,Large Language Models Fundamentals
lecture_2_p10_c1,lecture_2,10,29,Retrieval-Augmented Generation (RAG)
lecture_2_p11_c1,lecture_2,11,27,Transformer Architecture & Attention
lecture_2_p12_c1,lecture_2,12,13,Transformer Architecture & Attention
lecture_2_p13_c1,lecture_2,13,25,Transformer Architecture & Attention
lecture_2_p14_c1,lecture_2,14,4,Transformer Architecture & Attention
lecture_2_p15_c1,lecture_2,15,27,Transformer Architecture & Attention
lecture_2_p16_c1,lecture_2,16,14,Transformer Architecture & Attention
lecture_2_p17_c1,lecture_2,17,11,Transformer Architecture & Attention
lecture_2_p18_c1,lecture_2,18,8,LLM Pre-training & Training Objectives
lecture_2_p19_c1,lecture_2,19,3,Large Language Models Fundamentals
lecture_2_p20_c1,lecture_2,20,3,Large Language Models Fundamentals
lecture_2_p21_c1,lecture_2,21,3,Large Language Models Fundamentals
lecture_2_p22_c1,lecture_2,22,3,Large Language Models Fundamentals
lecture_2_p23_c1,lecture_2,23,5,Large Language Models Fundamentals
lecture_2_p24_c1,lecture_2,24,2,Tokenization & Vocabulary
lecture_2_p25_c1,lecture_2,25,7,Large Language Models Fundamentals
lecture_2_p26_c1,lecture_2,26,3,Large Language Models Fundamentals
lecture_2_p27_c1,lecture_2,27,3,Large Language Models Fundamentals
lecture_2_p28_c1,lecture_2,28,2,Large Language Models Fundamentals
lecture_2_p29_c1,lecture_2,29,3,Transformer Architecture & Attention
lecture_2_p30_c1,lecture_2,30,6,Transformer Architecture & Attention
lecture_2_p31_c1,lecture_2,31,3,Transformer Architecture & Attention
lecture_2_p32_c1,lecture_2,32,3,Transformer Architecture & Attention
lecture_2_p33_c1,lecture_2,33,30,Transformer Architecture & Attention
lecture_2_p34_c1,lecture_2,34,3,Transformer Architecture & Attention
lecture_2_p35_c1,lecture_2,35,6,Transformer Architecture & Attention
lecture_2_p36_c1,lecture_2,36,6,Large Language Models Fundamentals
lecture_2_p37_c1,lecture_2,37,5,Large Language Models Fundamentals
lecture_2_p38_c1,lecture_2,38,3,Large Language Models Fundamentals
lecture_2_p39_c1,lecture_2,39,4,Large Language Models Fundamentals
lecture_2_p40_c1,lecture_2,40,5,Large Language Models Fundamentals
lecture_2_p41_c1,lecture_2,41,5,Large Language Models Fundamentals
lecture_2_p42_c1,lecture_2,42,10,Large Language Models Fundamentals
lecture_2_p43_c1,lecture_2,43,21,Transformer Architecture & Attention
lecture_3_p1_c1,lecture_3,1,8,LLM Pre-training & Training Objectives
lecture_3_p2_c1,lecture_3,2,43,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_3_p3_c1,lecture_3,3,43,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_3_p4_c1,lecture_3,4,12,Large Language Models Fundamentals
lecture_3_p5_c1,lecture_3,5,12,Large Language Models Fundamentals
lecture_3_p6_c1,lecture_3,6,3,Large Language Models Fundamentals
lecture_3_p7_c1,lecture_3,7,31,Tokenization & Vocabulary
lecture_3_p8_c1,lecture_3,8,21,Transformer Architecture & Attention
lecture_3_p9_c1,lecture_3,9,22,Transformer Architecture & Attention
lecture_3_p10_c1,lecture_3,10,17,LLM Pre-training & Training Objectives
lecture_3_p11_c1,lecture_3,11,16,LLM Pre-training & Training Objectives
lecture_3_p12_c1,lecture_3,12,17,LLM Pre-training & Training Objectives
lecture_3_p13_c1,lecture_3,13,10,Large Language Models Fundamentals
lecture_3_p14_c1,lecture_3,14,15,Large Language Models Fundamentals
lecture_3_p15_c1,lecture_3,15,47,Transformer Architecture & Attention
lecture_3_p16_c1,lecture_3,16,7,LLM Pre-training & Training Objectives
lecture_3_p17_c1,lecture_3,17,29,LLM Pre-training & Training Objectives
lecture_3_p18_c1,lecture_3,18,15,LLM Pre-training & Training Objectives
lecture_3_p19_c1,lecture_3,19,3,Large Language Models Fundamentals
lecture_3_p20_c1,lecture_3,20,26,Transformer Architecture & Attention
lecture_3_p21_c1,lecture_3,21,10,Transformer Architecture & Attention
lecture_3_p22_c1,lecture_3,22,22,Large Language Models Fundamentals
lecture_3_p23_c1,lecture_3,23,30,Large Language Models Fundamentals
lecture_3_p24_c1,lecture_3,24,37,Large Language Models Fundamentals
lecture_3_p25_c1,lecture_3,25,52,Large Language Models Fundamentals
lecture_3_p26_c1,lecture_3,26,58,Large Language Models Fundamentals
lecture_3_p27_c1,lecture_3,27,48,Large Language Models Fundamentals
lecture_3_p28_c1,lecture_3,28,141,Large Language Models Fundamentals
lecture_3_p29_c1,lecture_3,29,69,Large Language Models Fundamentals
lecture_3_p30_c1,lecture_3,30,28,Transformer Architecture & Attention
lecture_3_p31_c1,lecture_3,31,23,Large Language Models Fundamentals
lecture_3_p32_c1,lecture_3,32,35,Large Language Models Fundamentals
lecture_3_p33_c1,lecture_3,33,3,Large Language Models Fundamentals
lecture_3_p34_c1,lecture_3,34,18,Large Language Models Fundamentals
lecture_3_p35_c1,lecture_3,35,38,Large Language Models Fundamentals
lecture_3_p36_c1,lecture_3,36,39,Large Language Models Fundamentals
lecture_3_p37_c1,lecture_3,37,5,Transformer Architecture & Attention
lecture_3_p38_c1,lecture_3,38,39,Large Language Models Fundamentals
lecture_3_p39_c1,lecture_3,39,50,Large Language Models Fundamentals
lecture_3_p40_c1,lecture_3,40,51,Large Language Models Fundamentals
lecture_3_p41_c1,lecture_3,41,37,Large Language Models Fundamentals
lecture_3_p42_c1,lecture_3,42,33,Large Language Models Fundamentals
lecture_3_p43_c1,lecture_3,43,33,Large Language Models Fundamentals
lecture_3_p44_c1,lecture_3,44,33,Large Language Models Fundamentals
lecture_3_p45_c1,lecture_3,45,41,Large Language Models Fundamentals
lecture_3_p46_c1,lecture_3,46,41,Large Language Models Fundamentals
lecture_3_p47_c1,lecture_3,47,44,Large Language Models Fundamentals
lecture_3_p48_c1,lecture_3,48,2,Large Language Models Fundamentals
lecture_3_p49_c1,lecture_3,49,31,Tokenization & Vocabulary
lecture_3_p50_c1,lecture_3,50,46,Large Language Models Fundamentals
lecture_3_p51_c1,lecture_3,51,20,Large Language Models Fundamentals
lecture_3_p52_c1,lecture_3,52,41,LLM Pre-training & Training Objectives
lecture_3_p53_c1,lecture_3,53,19,Large Language Models Fundamentals
lecture_3_p54_c1,lecture_3,54,31,Large Language Models Fundamentals
lecture_3_p55_c1,lecture_3,55,22,Large Language Models Fundamentals
lecture_3_p56_c1,lecture_3,56,6,Large Language Models Fundamentals
lecture_3_p57_c1,lecture_3,57,39,Large Language Models Fundamentals
lecture_3_p58_c1,lecture_3,58,43,Large Language Models Fundamentals
lecture_3_p59_c1,lecture_3,59,20,LLM Pre-training & Training Objectives
lecture_3_p60_c1,lecture_3,60,94,Tokenization & Vocabulary
lecture_3_p61_c1,lecture_3,61,105,Transformer Architecture & Attention
lecture_3_p62_c1,lecture_3,62,9,LLM Pre-training & Training Objectives
lecture_3_p63_c1,lecture_3,63,44,Large Language Models Fundamentals
lecture_3_p64_c1,lecture_3,64,11,Large Language Models Fundamentals
lecture_3_p65_c1,lecture_3,65,6,Large Language Models Fundamentals
lecture_3_p66_c1,lecture_3,66,5,Large Language Models Fundamentals
lecture_3_p67_c1,lecture_3,67,6,Large Language Models Fundamentals
lecture_3_p68_c1,lecture_3,68,86,Tokenization & Vocabulary
lecture_3_p69_c1,lecture_3,69,82,Large Language Models Fundamentals
lecture_3_p70_c1,lecture_3,70,5,Large Language Models Fundamentals
lecture_3_p71_c1,lecture_3,71,4,Large Language Models Fundamentals
lecture_3_p72_c1,lecture_3,72,19,Large Language Models Fundamentals
lecture_3_p73_c1,lecture_3,73,4,Tokenization & Vocabulary
lecture_3_p74_c1,lecture_3,74,52,Transformer Architecture & Attention
lecture_3_p75_c1,lecture_3,75,60,Large Language Models Fundamentals
lecture_3_p76_c1,lecture_3,76,57,Tokenization & Vocabulary
lecture_3_p77_c1,lecture_3,77,11,Large Language Models Fundamentals
lecture_3_p78_c1,lecture_3,78,102,Large Language Models Fundamentals
lecture_3_p79_c1,lecture_3,79,6,Large Language Models Fundamentals
lecture_3_p80_c1,lecture_3,80,22,Tokenization & Vocabulary
lecture_3_p81_c1,lecture_3,81,48,Large Language Models Fundamentals
lecture_4_p1_c1,lecture_4,1,9,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p2_c1,lecture_4,2,5,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p3_c1,lecture_4,3,38,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p4_c1,lecture_4,4,38,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p5_c1,lecture_4,5,7,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p6_c1,lecture_4,6,29,Prompt Engineering & In-Context Learning
lecture_4_p7_c1,lecture_4,7,34,Prompt Engineering & In-Context Learning
lecture_4_p8_c1,lecture_4,8,53,Prompt Engineering & In-Context Learning
lecture_4_p9_c1,lecture_4,9,71,Prompt Engineering & In-Context Learning
lecture_4_p10_c1,lecture_4,10,31,LLM Pre-training & Training Objectives
lecture_4_p11_c1,lecture_4,11,41,Large Language Models Fundamentals
lecture_4_p12_c1,lecture_4,12,45,Prompt Engineering & In-Context Learning
lecture_4_p13_c1,lecture_4,13,45,Prompt Engineering & In-Context Learning
lecture_4_p14_c1,lecture_4,14,44,Prompt Engineering & In-Context Learning
lecture_4_p15_c1,lecture_4,15,35,Prompt Engineering & In-Context Learning
lecture_4_p16_c1,lecture_4,16,15,Prompt Engineering & In-Context Learning
lecture_4_p17_c1,lecture_4,17,30,Prompt Engineering & In-Context Learning
lecture_4_p18_c1,lecture_4,18,42,Prompt Engineering & In-Context Learning
lecture_4_p19_c1,lecture_4,19,44,Prompt Engineering & In-Context Learning
lecture_4_p20_c1,lecture_4,20,31,Prompt Engineering & In-Context Learning
lecture_4_p21_c1,lecture_4,21,31,Prompt Engineering & In-Context Learning
lecture_4_p22_c1,lecture_4,22,10,Prompt Engineering & In-Context Learning
lecture_4_p23_c1,lecture_4,23,6,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p24_c1,lecture_4,24,63,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p25_c1,lecture_4,25,45,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p26_c1,lecture_4,26,40,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p27_c1,lecture_4,27,51,Prompt Engineering & In-Context Learning
lecture_4_p28_c1,lecture_4,28,54,Prompt Engineering & In-Context Learning
lecture_4_p29_c1,lecture_4,29,30,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p30_c1,lecture_4,30,4,Large Language Models Fundamentals
lecture_4_p31_c1,lecture_4,31,31,Large Language Models Fundamentals
lecture_4_p32_c1,lecture_4,32,41,Prompt Engineering & In-Context Learning
lecture_4_p33_c1,lecture_4,33,30,LLM Pre-training & Training Objectives
lecture_4_p34_c1,lecture_4,34,30,Large Language Models Fundamentals
lecture_4_p35_c1,lecture_4,35,126,Prompt Engineering & In-Context Learning
lecture_4_p36_c1,lecture_4,36,19,Prompt Engineering & In-Context Learning
lecture_4_p37_c1,lecture_4,37,77,Prompt Engineering & In-Context Learning
lecture_4_p38_c1,lecture_4,38,77,Prompt Engineering & In-Context Learning
lecture_4_p39_c1,lecture_4,39,44,Large Language Models Fundamentals
lecture_4_p40_c1,lecture_4,40,52,LLM Agents & Multi-Agent Systems
lecture_4_p41_c1,lecture_4,41,14,Large Language Models Fundamentals
lecture_4_p42_c1,lecture_4,42,76,Prompt Engineering & In-Context Learning
lecture_4_p43_c1,lecture_4,43,92,Prompt Engineering & In-Context Learning
lecture_4_p44_c1,lecture_4,44,92,Prompt Engineering & In-Context Learning
lecture_4_p45_c1,lecture_4,45,92,Prompt Engineering & In-Context Learning
lecture_4_p46_c1,lecture_4,46,79,Prompt Engineering & In-Context Learning
lecture_4_p47_c1,lecture_4,47,45,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p48_c1,lecture_4,48,4,LLM Evaluation & Safety
lecture_4_p49_c1,lecture_4,49,11,LLM Evaluation & Safety
lecture_4_p50_c1,lecture_4,50,25,LLM Evaluation & Safety
lecture_4_p51_c1,lecture_4,51,33,LLM Evaluation & Safety
lecture_4_p52_c1,lecture_4,52,23,LLM Evaluation & Safety
lecture_4_p53_c1,lecture_4,53,62,LLM Evaluation & Safety
lecture_4_p54_c1,lecture_4,54,62,LLM Evaluation & Safety
lecture_4_p55_c1,lecture_4,55,34,LLM Evaluation & Safety
lecture_4_p56_c1,lecture_4,56,76,LLM Evaluation & Safety
lecture_4_p57_c1,lecture_4,57,29,LLM Evaluation & Safety
lecture_4_p58_c1,lecture_4,58,62,LLM Evaluation & Safety
lecture_4_p59_c1,lecture_4,59,66,LLM Evaluation & Safety
lecture_4_p60_c1,lecture_4,60,20,LLM Evaluation & Safety
lecture_4_p61_c1,lecture_4,61,65,LLM Evaluation & Safety
lecture_4_p62_c1,lecture_4,62,33,LLM Evaluation & Safety
lecture_4_p63_c1,lecture_4,63,100,LLM Evaluation & Safety
lecture_4_p64_c1,lecture_4,64,33,LLM Evaluation & Safety
lecture_4_p65_c1,lecture_4,65,2,LLM Evaluation & Safety
lecture_4_p66_c1,lecture_4,66,3,LLM Evaluation & Safety
lecture_4_p67_c1,lecture_4,67,24,LLM Evaluation & Safety
lecture_4_p68_c1,lecture_4,68,22,LLM Evaluation & Safety
lecture_4_p69_c1,lecture_4,69,18,LLM Evaluation & Safety
lecture_4_p70_c1,lecture_4,70,19,LLM Evaluation & Safety
lecture_4_p71_c1,lecture_4,71,38,LLM Evaluation & Safety
lecture_4_p72_c1,lecture_4,72,22,LLM Evaluation & Safety
lecture_4_p73_c1,lecture_4,73,18,LLM Evaluation & Safety
lecture_4_p74_c1,lecture_4,74,3,Large Language Models Fundamentals
lecture_4_p75_c1,lecture_4,75,25,Prompt Engineering & In-Context Learning
lecture_4_p76_c1,lecture_4,76,25,Prompt Engineering & In-Context Learning
lecture_4_p77_c1,lecture_4,77,42,Prompt Engineering & In-Context Learning
lecture_4_p78_c1,lecture_4,78,5,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p79_c1,lecture_4,79,20,Large Language Models Fundamentals
lecture_4_p80_c1,lecture_4,80,16,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p81_c1,lecture_4,81,26,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p82_c1,lecture_4,82,31,Large Language Models Fundamentals
lecture_4_p83_c1,lecture_4,83,23,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p84_c1,lecture_4,84,13,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p85_c1,lecture_4,85,35,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p86_c1,lecture_4,86,49,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p87_c1,lecture_4,87,8,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p88_c1,lecture_4,88,17,Transformer Architecture & Attention
lecture_4_p89_c1,lecture_4,89,22,Transformer Architecture & Attention
lecture_4_p90_c1,lecture_4,90,23,Transformer Architecture & Attention
lecture_4_p91_c1,lecture_4,91,43,Transformer Architecture & Attention
lecture_4_p92_c1,lecture_4,92,62,Transformer Architecture & Attention
lecture_4_p93_c1,lecture_4,93,67,Transformer Architecture & Attention
lecture_4_p94_c1,lecture_4,94,83,Transformer Architecture & Attention
lecture_4_p95_c1,lecture_4,95,34,Transformer Architecture & Attention
lecture_4_p96_c1,lecture_4,96,40,Transformer Architecture & Attention
lecture_4_p97_c1,lecture_4,97,40,Transformer Architecture & Attention
lecture_4_p98_c1,lecture_4,98,54,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p99_c1,lecture_4,99,154,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p100_c1,lecture_4,100,36,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p101_c1,lecture_4,101,65,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p102_c1,lecture_4,102,15,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p103_c1,lecture_4,103,70,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p104_c1,lecture_4,104,35,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_4_p105_c1,lecture_4,105,15,Large Language Models Fundamentals
lecture_5_p1_c1,lecture_5,1,10,LLM Alignment (RLHF / DPO)
lecture_5_p2_c1,lecture_5,2,43,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_5_p3_c1,lecture_5,3,57,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_5_p4_c1,lecture_5,4,14,Large Language Models Fundamentals
lecture_5_p5_c1,lecture_5,5,68,Prompt Engineering & In-Context Learning
lecture_5_p6_c1,lecture_5,6,43,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_5_p7_c1,lecture_5,7,43,LLM Alignment (RLHF / DPO)
lecture_5_p8_c1,lecture_5,8,35,LLM Alignment (RLHF / DPO)
lecture_5_p9_c1,lecture_5,9,15,LLM Agents & Multi-Agent Systems
lecture_5_p10_c1,lecture_5,10,15,LLM Agents & Multi-Agent Systems
lecture_5_p11_c1,lecture_5,11,23,LLM Agents & Multi-Agent Systems
lecture_5_p12_c1,lecture_5,12,33,LLM Agents & Multi-Agent Systems
lecture_5_p13_c1,lecture_5,13,7,LLM Alignment (RLHF / DPO)
lecture_5_p14_c1,lecture_5,14,19,Prompt Engineering & In-Context Learning
lecture_5_p15_c1,lecture_5,15,86,LLM Alignment (RLHF / DPO)
lecture_5_p16_c1,lecture_5,16,20,Large Language Models Fundamentals
lecture_5_p17_c1,lecture_5,17,58,LLM Alignment (RLHF / DPO)
lecture_5_p18_c1,lecture_5,18,9,LLM Alignment (RLHF / DPO)
lecture_5_p19_c1,lecture_5,19,52,LLM Alignment (RLHF / DPO)
lecture_5_p20_c1,lecture_5,20,53,LLM Alignment (RLHF / DPO)
lecture_5_p21_c1,lecture_5,21,64,LLM Alignment (RLHF / DPO)
lecture_5_p22_c1,lecture_5,22,7,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_5_p23_c1,lecture_5,23,40,LLM Alignment (RLHF / DPO)
lecture_5_p24_c1,lecture_5,24,34,LLM Alignment (RLHF / DPO)
lecture_5_p25_c1,lecture_5,25,34,LLM Alignment (RLHF / DPO)
lecture_5_p26_c1,lecture_5,26,35,LLM Alignment (RLHF / DPO)
lecture_5_p27_c1,lecture_5,27,36,LLM Alignment (RLHF / DPO)
lecture_5_p28_c1,lecture_5,28,35,LLM Alignment (RLHF / DPO)
lecture_5_p29_c1,lecture_5,29,38,LLM Alignment (RLHF / DPO)
lecture_5_p30_c1,lecture_5,30,7,Large Language Models Fundamentals
lecture_5_p31_c1,lecture_5,31,21,LLM Alignment (RLHF / DPO)
lecture_5_p32_c1,lecture_5,32,21,Prompt Engineering & In-Context Learning
lecture_5_p33_c1,lecture_5,33,53,Prompt Engineering & In-Context Learning
lecture_5_p34_c1,lecture_5,34,33,LLM Alignment (RLHF / DPO)
lecture_5_p35_c1,lecture_5,35,24,Prompt Engineering & In-Context Learning
lecture_5_p36_c1,lecture_5,36,24,Prompt Engineering & In-Context Learning
lecture_5_p37_c1,lecture_5,37,29,Prompt Engineering & In-Context Learning
lecture_5_p38_c1,lecture_5,38,22,LLM Alignment (RLHF / DPO)
lecture_5_p39_c1,lecture_5,39,13,LLM Alignment (RLHF / DPO)
lecture_5_p40_c1,lecture_5,40,21,LLM Alignment (RLHF / DPO)
lecture_5_p41_c1,lecture_5,41,33,LLM Alignment (RLHF / DPO)
lecture_5_p42_c1,lecture_5,42,13,LLM Alignment (RLHF / DPO)
lecture_5_p43_c1,lecture_5,43,24,LLM Alignment (RLHF / DPO)
lecture_5_p44_c1,lecture_5,44,57,Prompt Engineering & In-Context Learning
lecture_5_p45_c1,lecture_5,45,18,LLM Alignment (RLHF / DPO)
lecture_5_p46_c1,lecture_5,46,23,Large Language Models Fundamentals
lecture_5_p47_c1,lecture_5,47,22,Large Language Models Fundamentals
lecture_5_p48_c1,lecture_5,48,24,LLM Alignment (RLHF / DPO)
lecture_5_p49_c1,lecture_5,49,23,LLM Alignment (RLHF / DPO)
lecture_5_p50_c1,lecture_5,50,26,LLM Alignment (RLHF / DPO)
lecture_5_p51_c1,lecture_5,51,28,LLM Alignment (RLHF / DPO)
lecture_5_p52_c1,lecture_5,52,28,LLM Alignment (RLHF / DPO)
lecture_5_p53_c1,lecture_5,53,29,Prompt Engineering & In-Context Learning
lecture_5_p54_c1,lecture_5,54,29,Prompt Engineering & In-Context Learning
lecture_5_p55_c1,lecture_5,55,38,LLM Alignment (RLHF / DPO)
lecture_5_p56_c1,lecture_5,56,40,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_5_p57_c1,lecture_5,57,42,LLM Alignment (RLHF / DPO)
lecture_5_p58_c1,lecture_5,58,33,LLM Alignment (RLHF / DPO)
lecture_5_p59_c1,lecture_5,59,7,LLM Alignment (RLHF / DPO)
lecture_5_p60_c1,lecture_5,60,31,LLM Alignment (RLHF / DPO)
lecture_5_p61_c1,lecture_5,61,25,Large Language Models Fundamentals
lecture_5_p62_c1,lecture_5,62,93,LLM Alignment (RLHF / DPO)
lecture_5_p63_c1,lecture_5,63,29,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_5_p64_c1,lecture_5,64,112,LLM Alignment (RLHF / DPO)
lecture_5_p65_c1,lecture_5,65,55,LLM Alignment (RLHF / DPO)
lecture_5_p66_c1,lecture_5,66,51,LLM Alignment (RLHF / DPO)
lecture_5_p67_c1,lecture_5,67,15,Large Language Models Fundamentals
lecture_6_p1_c1,lecture_6,1,10,Large Language Models Fundamentals
lecture_6_p2_c1,lecture_6,2,39,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_6_p3_c1,lecture_6,3,39,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_6_p4_c1,lecture_6,4,39,Fine-Tuning & PEFT (Parameter-Efficient Fine-Tuning)
lecture_6_p5_c1,lecture_6,5,7,Large Language Models Fundamentals
